"Time (EpSec)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
857.116,-2709.111452,-4651.154527,3432.780561,-0.160246,-0.028523,-0.164018
857.316,-2709.143501,-4651.160232,3432.747757,-0.160245,-0.028520,-0.164020
857.516,-2709.175549,-4651.165936,3432.714953,-0.160243,-0.028522,-0.164021
857.716,-2709.207598,-4651.171640,3432.682149,-0.160242,-0.028519,-0.164022
857.916,-2709.239646,-4651.177344,3432.649344,-0.160241,-0.028520,-0.164023
858.116,-2709.271694,-4651.183048,3432.616539,-0.160239,-0.028518,-0.164025
858.316,-2709.303742,-4651.188751,3432.583734,-0.160239,-0.028518,-0.164025
858.516,-2709.335789,-4651.194455,3432.550929,-0.160238,-0.028518,-0.164027
858.716,-2709.367837,-4651.200158,3432.518123,-0.160236,-0.028518,-0.164029
858.916,-2709.399884,-4651.205862,3432.485318,-0.160236,-0.028516,-0.164029
859.116,-2709.431930,-4651.211565,3432.452512,-0.160234,-0.028516,-0.164031
859.316,-2709.463977,-4651.217268,3432.419705,-0.160233,-0.028516,-0.164032
859.516,-2709.496023,-4651.222971,3432.386898,-0.160231,-0.028515,-0.164034
859.716,-2709.528069,-4651.228674,3432.354092,-0.160230,-0.028515,-0.164035
859.916,-2709.560115,-4651.234376,3432.321285,-0.160229,-0.028512,-0.164036
860.116,-2709.592161,-4651.240079,3432.288477,-0.160228,-0.028513,-0.164037
860.316,-2709.624206,-4651.245781,3432.255670,-0.160227,-0.028511,-0.164039
860.516,-2709.656251,-4651.251484,3432.222862,-0.160225,-0.028511,-0.164040
860.716,-2709.688296,-4651.257186,3432.190054,-0.160224,-0.028509,-0.164042
860.916,-2709.720341,-4651.262888,3432.157245,-0.160223,-0.028509,-0.164043
861.116,-2709.752385,-4651.268590,3432.124437,-0.160222,-0.028509,-0.164044
861.316,-2709.784429,-4651.274292,3432.091628,-0.160221,-0.028509,-0.164045
861.516,-2709.816473,-4651.279993,3432.058818,-0.160220,-0.028506,-0.164047
861.716,-2709.848517,-4651.285695,3432.026009,-0.160218,-0.028506,-0.164048
861.916,-2709.880560,-4651.291396,3431.993199,-0.160217,-0.028507,-0.164049
862.116,-2709.912604,-4651.297097,3431.960389,-0.160216,-0.028505,-0.164050
862.316,-2709.944647,-4651.302798,3431.927579,-0.160214,-0.028506,-0.164052
862.516,-2709.976689,-4651.308499,3431.894769,-0.160213,-0.028504,-0.164053
862.716,-2710.008732,-4651.314200,3431.861958,-0.160212,-0.028504,-0.164054
862.916,-2710.040774,-4651.319901,3431.829147,-0.160211,-0.028504,-0.164055
863.116,-2710.072816,-4651.325602,3431.796336,-0.160210,-0.028502,-0.164056
863.316,-2710.104858,-4651.331302,3431.763524,-0.160209,-0.028502,-0.164058
863.516,-2710.136899,-4651.337003,3431.730712,-0.160207,-0.028502,-0.164059
863.716,-2710.168940,-4651.342703,3431.697901,-0.160207,-0.028500,-0.164060
863.916,-2710.200981,-4651.348403,3431.665088,-0.160205,-0.028501,-0.164061
864.116,-2710.233022,-4651.354103,3431.632276,-0.160204,-0.028499,-0.164063
864.316,-2710.265063,-4651.359803,3431.599463,-0.160203,-0.028497,-0.164064
864.516,-2710.297103,-4651.365502,3431.566650,-0.160201,-0.028498,-0.164066
864.716,-2710.329143,-4651.371202,3431.533837,-0.160200,-0.028497,-0.164067
864.916,-2710.361183,-4651.376901,3431.501023,-0.160199,-0.028497,-0.164068
865.116,-2710.393223,-4651.382601,3431.468209,-0.160198,-0.028497,-0.164069
865.316,-2710.425262,-4651.388300,3431.435395,-0.160197,-0.028495,-0.164071
865.516,-2710.457301,-4651.393999,3431.402581,-0.160195,-0.028495,-0.164072
865.716,-2710.489340,-4651.399698,3431.369766,-0.160194,-0.028495,-0.164073
865.916,-2710.521378,-4651.405397,3431.336952,-0.160193,-0.028493,-0.164075
866.116,-2710.553417,-4651.411095,3431.304136,-0.160191,-0.028493,-0.164076
866.316,-2710.585455,-4651.416794,3431.271321,-0.160190,-0.028491,-0.164078
866.516,-2710.617493,-4651.422492,3431.238505,-0.160190,-0.028490,-0.164079
866.716,-2710.649530,-4651.428190,3431.205690,-0.160188,-0.028490,-0.164080
866.916,-2710.681568,-4651.433889,3431.172874,-0.160187,-0.028490,-0.164082
867.116,-2710.713605,-4651.439587,3431.140057,-0.160186,-0.028490,-0.164082
867.316,-2710.745642,-4651.445285,3431.107240,-0.160185,-0.028488,-0.164084
867.516,-2710.777679,-4651.450982,3431.074423,-0.160183,-0.028489,-0.164085
867.716,-2710.809715,-4651.456680,3431.041606,-0.160182,-0.028488,-0.164086
867.916,-2710.841751,-4651.462377,3431.008789,-0.160181,-0.028488,-0.164088
868.116,-2710.873787,-4651.468075,3430.975971,-0.160180,-0.028484,-0.164089
868.316,-2710.905823,-4651.473772,3430.943153,-0.160179,-0.028484,-0.164090
868.516,-2710.937859,-4651.479469,3430.910335,-0.160178,-0.028483,-0.164091
868.716,-2710.969894,-4651.485166,3430.877517,-0.160176,-0.028485,-0.164093
868.916,-2711.001929,-4651.490863,3430.844698,-0.160175,-0.028483,-0.164094
869.116,-2711.033964,-4651.496560,3430.811879,-0.160174,-0.028483,-0.164095
869.316,-2711.065998,-4651.502256,3430.779060,-0.160172,-0.028483,-0.164097
869.516,-2711.098032,-4651.507953,3430.746240,-0.160171,-0.028483,-0.164098
869.716,-2711.130066,-4651.513649,3430.713421,-0.160170,-0.028481,-0.164099
869.916,-2711.162100,-4651.519345,3430.680601,-0.160169,-0.028481,-0.164100
870.116,-2711.194134,-4651.525042,3430.647781,-0.160169,-0.028479,-0.164101
870.316,-2711.226167,-4651.530737,3430.614960,-0.160166,-0.028479,-0.164104
870.516,-2711.258200,-4651.536433,3430.582139,-0.160165,-0.028479,-0.164105
870.716,-2711.290233,-4651.542129,3430.549318,-0.160165,-0.028477,-0.164105
870.916,-2711.322265,-4651.547825,3430.516497,-0.160163,-0.028478,-0.164107
871.116,-2711.354298,-4651.553520,3430.483675,-0.160162,-0.028476,-0.164108
871.316,-2711.386330,-4651.559215,3430.450854,-0.160160,-0.028476,-0.164110
871.516,-2711.418362,-4651.564910,3430.418032,-0.160160,-0.028476,-0.164110
871.716,-2711.450394,-4651.570606,3430.385209,-0.160159,-0.028474,-0.164112
871.916,-2711.482425,-4651.576300,3430.352387,-0.160157,-0.028474,-0.164113
872.116,-2711.514456,-4651.581995,3430.319564,-0.160155,-0.028474,-0.164115
872.316,-2711.546487,-4651.587690,3430.286741,-0.160154,-0.028473,-0.164116
872.516,-2711.578518,-4651.593384,3430.253917,-0.160153,-0.028473,-0.164117
872.716,-2711.610548,-4651.599079,3430.221094,-0.160152,-0.028470,-0.164119
872.916,-2711.642578,-4651.604773,3430.188270,-0.160150,-0.028469,-0.164120
873.116,-2711.674608,-4651.610467,3430.155446,-0.160149,-0.028469,-0.164122
873.316,-2711.706638,-4651.616161,3430.122622,-0.160148,-0.028469,-0.164123
873.516,-2711.738668,-4651.621855,3430.089797,-0.160148,-0.028469,-0.164123
873.716,-2711.770697,-4651.627549,3430.056972,-0.160146,-0.028469,-0.164125
873.916,-2711.802726,-4651.633243,3430.024147,-0.160145,-0.028467,-0.164126
874.116,-2711.834755,-4651.638936,3429.991322,-0.160144,-0.028467,-0.164127
874.316,-2711.866783,-4651.644629,3429.958496,-0.160142,-0.028467,-0.164129
874.516,-2711.898811,-4651.650323,3429.925670,-0.160142,-0.028465,-0.164130
874.716,-2711.930839,-4651.656016,3429.892844,-0.160140,-0.028465,-0.164131
874.916,-2711.962867,-4651.661709,3429.860018,-0.160138,-0.028464,-0.164133
875.116,-2711.994895,-4651.667402,3429.827191,-0.160138,-0.028463,-0.164134
875.316,-2712.026922,-4651.673094,3429.794364,-0.160136,-0.028462,-0.164135
875.516,-2712.058949,-4651.678787,3429.761537,-0.160136,-0.028462,-0.164136
875.716,-2712.090976,-4651.684479,3429.728709,-0.160135,-0.028462,-0.164137
875.916,-2712.123002,-4651.690172,3429.695882,-0.160133,-0.028462,-0.164139
876.116,-2712.155029,-4651.695864,3429.663054,-0.160132,-0.028460,-0.164141
876.316,-2712.187055,-4651.701556,3429.630225,-0.160130,-0.028460,-0.164142
876.516,-2712.219081,-4651.707248,3429.597397,-0.160129,-0.028460,-0.164143
876.716,-2712.251106,-4651.712940,3429.564568,-0.160128,-0.028459,-0.164144
876.916,-2712.283132,-4651.718631,3429.531739,-0.160127,-0.028457,-0.164146
877.116,-2712.315157,-4651.724323,3429.498910,-0.160125,-0.028456,-0.164147
877.316,-2712.347182,-4651.730014,3429.466081,-0.160124,-0.028455,-0.164148
877.516,-2712.379207,-4651.735706,3429.433251,-0.160123,-0.028456,-0.164150
877.716,-2712.411231,-4651.741397,3429.400421,-0.160122,-0.028455,-0.164151
877.916,-2712.443255,-4651.747088,3429.367591,-0.160121,-0.028455,-0.164152
878.116,-2712.475279,-4651.752779,3429.334760,-0.160120,-0.028454,-0.164153
878.316,-2712.507303,-4651.758470,3429.301929,-0.160118,-0.028454,-0.164155
878.516,-2712.539326,-4651.764160,3429.269098,-0.160117,-0.028453,-0.164156
878.716,-2712.571349,-4651.769851,3429.236267,-0.160116,-0.028453,-0.164157
878.916,-2712.603372,-4651.775541,3429.203435,-0.160115,-0.028452,-0.164158
879.116,-2712.635395,-4651.781231,3429.170603,-0.160114,-0.028449,-0.164160
879.316,-2712.667418,-4651.786922,3429.137771,-0.160113,-0.028449,-0.164161
879.516,-2712.699440,-4651.792612,3429.104939,-0.160111,-0.028451,-0.164162
879.716,-2712.731462,-4651.798301,3429.072106,-0.160110,-0.028448,-0.164164
879.916,-2712.763483,-4651.803991,3429.039274,-0.160109,-0.028449,-0.164165
880.116,-2712.795505,-4651.809681,3429.006441,-0.160107,-0.028448,-0.164166
880.316,-2712.827526,-4651.815370,3428.973607,-0.160106,-0.028446,-0.164168
880.516,-2712.859548,-4651.821060,3428.940773,-0.160105,-0.028446,-0.164168
880.716,-2712.891568,-4651.826749,3428.907940,-0.160104,-0.028446,-0.164170
880.916,-2712.923589,-4651.832438,3428.875106,-0.160103,-0.028446,-0.164171
881.116,-2712.955609,-4651.838127,3428.842271,-0.160101,-0.028444,-0.164173
881.316,-2712.987629,-4651.843816,3428.809437,-0.160101,-0.028444,-0.164173
881.516,-2713.019649,-4651.849505,3428.776601,-0.160099,-0.028442,-0.164175
881.716,-2713.051669,-4651.855193,3428.743766,-0.160098,-0.028441,-0.164177
881.916,-2713.083688,-4651.860882,3428.710931,-0.160097,-0.028443,-0.164178
882.116,-2713.115707,-4651.866570,3428.678095,-0.160096,-0.028441,-0.164179
882.316,-2713.147726,-4651.872258,3428.645259,-0.160094,-0.028441,-0.164180
882.516,-2713.179745,-4651.877946,3428.612423,-0.160093,-0.028439,-0.164182
882.716,-2713.211763,-4651.883634,3428.579587,-0.160092,-0.028439,-0.164183
882.916,-2713.243781,-4651.889322,3428.546750,-0.160090,-0.028439,-0.164185
883.116,-2713.275799,-4651.895010,3428.513913,-0.160089,-0.028439,-0.164186
883.316,-2713.307817,-4651.900697,3428.481076,-0.160089,-0.028438,-0.164186
883.516,-2713.339835,-4651.906385,3428.448238,-0.160087,-0.028437,-0.164188
883.716,-2713.371852,-4651.912072,3428.415401,-0.160086,-0.028436,-0.164189
883.916,-2713.403868,-4651.917759,3428.382563,-0.160085,-0.028435,-0.164191
884.116,-2713.435885,-4651.923446,3428.349725,-0.160083,-0.028434,-0.164192
884.316,-2713.467902,-4651.929133,3428.316886,-0.160082,-0.028434,-0.164193
884.516,-2713.499918,-4651.934820,3428.284047,-0.160081,-0.028434,-0.164194
884.716,-2713.531934,-4651.940506,3428.251208,-0.160080,-0.028432,-0.164196
884.916,-2713.563950,-4651.946193,3428.218369,-0.160079,-0.028432,-0.164197
885.116,-2713.595965,-4651.951879,3428.185530,-0.160078,-0.028432,-0.164198
885.316,-2713.627981,-4651.957566,3428.152690,-0.160076,-0.028430,-0.164200
885.516,-2713.659996,-4651.963252,3428.119850,-0.160075,-0.028429,-0.164202
885.716,-2713.692010,-4651.968938,3428.087009,-0.160074,-0.028429,-0.164202
885.916,-2713.724025,-4651.974624,3428.054169,-0.160072,-0.028430,-0.164204
886.116,-2713.756039,-4651.980309,3428.021328,-0.160072,-0.028427,-0.164205
886.316,-2713.788053,-4651.985995,3427.988487,-0.160070,-0.028427,-0.164206
886.516,-2713.820067,-4651.991681,3427.955646,-0.160069,-0.028427,-0.164207
886.716,-2713.852081,-4651.997366,3427.922804,-0.160068,-0.028425,-0.164208
886.916,-2713.884094,-4652.003051,3427.889962,-0.160066,-0.028425,-0.164210
887.116,-2713.916107,-4652.008736,3427.857120,-0.160066,-0.028425,-0.164211
887.316,-2713.948120,-4652.014421,3427.824278,-0.160064,-0.028425,-0.164212
887.516,-2713.980133,-4652.020106,3427.791435,-0.160063,-0.028422,-0.164214
887.716,-2714.012145,-4652.025791,3427.758592,-0.160062,-0.028423,-0.164215
887.916,-2714.044157,-4652.031475,3427.725749,-0.160061,-0.028422,-0.164216
888.116,-2714.076169,-4652.037160,3427.692906,-0.160059,-0.028422,-0.164218
888.316,-2714.108181,-4652.042844,3427.660062,-0.160058,-0.028422,-0.164219
888.516,-2714.140193,-4652.048528,3427.627218,-0.160057,-0.028420,-0.164220
888.716,-2714.172204,-4652.054212,3427.594374,-0.160056,-0.028420,-0.164221
888.916,-2714.204214,-4652.059896,3427.561530,-0.160055,-0.028418,-0.164222
889.116,-2714.236225,-4652.065580,3427.528685,-0.160053,-0.028418,-0.164224
889.316,-2714.268236,-4652.071264,3427.495840,-0.160052,-0.028418,-0.164225
889.516,-2714.300246,-4652.076947,3427.462995,-0.160051,-0.028418,-0.164226
889.716,-2714.332256,-4652.082631,3427.430150,-0.160050,-0.028417,-0.164228
889.916,-2714.364266,-4652.088314,3427.397304,-0.160048,-0.028415,-0.164229
890.116,-2714.396275,-4652.093997,3427.364458,-0.160047,-0.028415,-0.164231
890.316,-2714.428284,-4652.099680,3427.331612,-0.160046,-0.028415,-0.164232
890.516,-2714.460294,-4652.105363,3427.298765,-0.160045,-0.028413,-0.164233
890.716,-2714.492302,-4652.111046,3427.265919,-0.160044,-0.028413,-0.164234
890.916,-2714.524311,-4652.116729,3427.233072,-0.160043,-0.028414,-0.164235
891.116,-2714.556319,-4652.122411,3427.200224,-0.160041,-0.028411,-0.164237
891.316,-2714.588327,-4652.128094,3427.167377,-0.160040,-0.028411,-0.164239
891.516,-2714.620335,-4652.133776,3427.134529,-0.160039,-0.028411,-0.164240
891.716,-2714.652343,-4652.139458,3427.101681,-0.160038,-0.028411,-0.164241
891.916,-2714.684350,-4652.145140,3427.068833,-0.160037,-0.028410,-0.164241
892.116,-2714.716357,-4652.150822,3427.035985,-0.160035,-0.028410,-0.164243
892.316,-2714.748364,-4652.156504,3427.003136,-0.160035,-0.028408,-0.164244
892.516,-2714.780371,-4652.162185,3426.970287,-0.160033,-0.028409,-0.164246
892.716,-2714.812377,-4652.167867,3426.937437,-0.160032,-0.028406,-0.164247
892.916,-2714.844383,-4652.173548,3426.904588,-0.160031,-0.028407,-0.164248
893.116,-2714.876389,-4652.179229,3426.871738,-0.160029,-0.028404,-0.164250
893.316,-2714.908395,-4652.184910,3426.838888,-0.160028,-0.028404,-0.164252
893.516,-2714.940400,-4652.190591,3426.806038,-0.160027,-0.028404,-0.164252
893.716,-2714.972405,-4652.196272,3426.773187,-0.160026,-0.028404,-0.164254
893.916,-2715.004410,-4652.201953,3426.740337,-0.160025,-0.028402,-0.164254
894.116,-2715.036415,-4652.207633,3426.707485,-0.160024,-0.028402,-0.164256
894.316,-2715.068419,-4652.213314,3426.674634,-0.160023,-0.028402,-0.164257
894.516,-2715.100424,-4652.218994,3426.641782,-0.160021,-0.028400,-0.164259
894.716,-2715.132428,-4652.224674,3426.608931,-0.160019,-0.028401,-0.164260
894.916,-2715.164431,-4652.230354,3426.576079,-0.160018,-0.028400,-0.164261
895.116,-2715.196435,-4652.236034,3426.543226,-0.160017,-0.028399,-0.164263
895.316,-2715.228438,-4652.241714,3426.510374,-0.160016,-0.028399,-0.164264
895.516,-2715.260441,-4652.247394,3426.477520,-0.160015,-0.028397,-0.164265
895.716,-2715.292444,-4652.253073,3426.444668,-0.160014,-0.028397,-0.164266
895.916,-2715.324446,-4652.258753,3426.411814,-0.160013,-0.028397,-0.164267
896.116,-2715.356449,-4652.264432,3426.378960,-0.160011,-0.028397,-0.164269
896.316,-2715.388451,-4652.270111,3426.346107,-0.160010,-0.028395,-0.164270
896.516,-2715.420453,-4652.275790,3426.313252,-0.160009,-0.028394,-0.164271
896.716,-2715.452454,-4652.281469,3426.280398,-0.160009,-0.028394,-0.164272
896.916,-2715.484455,-4652.287148,3426.247543,-0.160007,-0.028393,-0.164274
897.116,-2715.516457,-4652.292827,3426.214688,-0.160005,-0.028392,-0.164276
897.316,-2715.548457,-4652.298505,3426.181833,-0.160004,-0.028393,-0.164276
897.516,-2715.580458,-4652.304184,3426.148978,-0.160003,-0.028390,-0.164278
897.716,-2715.612458,-4652.309862,3426.116122,-0.160001,-0.028391,-0.164279
897.916,-2715.644458,-4652.315540,3426.083266,-0.160000,-0.028390,-0.164281
898.116,-2715.676458,-4652.321218,3426.050410,-0.159999,-0.028390,-0.164281
898.316,-2715.708458,-4652.326896,3426.017553,-0.159998,-0.028387,-0.164283
898.516,-2715.740458,-4652.332574,3425.984697,-0.159996,-0.028389,-0.164285
898.716,-2715.772457,-4652.338251,3425.951840,-0.159996,-0.028385,-0.164286
898.916,-2715.804455,-4652.343929,3425.918983,-0.159995,-0.028386,-0.164286
899.116,-2715.836420,-4652.349548,3425.886082,-0.159374,-0.027325,-0.165068
899.316,-2715.868249,-4652.354934,3425.853011,-0.158595,-0.025997,-0.166039
899.516,-2715.899922,-4652.360055,3425.819745,-0.157779,-0.024621,-0.167038
899.716,-2715.931430,-4652.364897,3425.786277,-0.156948,-0.023223,-0.168045
899.916,-2715.962769,-4652.369456,3425.752606,-0.156089,-0.021800,-0.169057
900.000,-2715.975914,-4652.371343,3425.738445,-0.156356,-0.022230,-0.168764
900.116,-2715.993976,-4652.373800,3425.718784,-0.155421,-0.020709,-0.169823
900.316,-2716.024972,-4652.377798,3425.684719,-0.154530,-0.019263,-0.170823
900.516,-2716.055789,-4652.381506,3425.650455,-0.153626,-0.017817,-0.171812
900.716,-2716.086423,-4652.384925,3425.615994,-0.152711,-0.016368,-0.172789
900.916,-2716.116873,-4652.388053,3425.581339,-0.151783,-0.014916,-0.173753
901.116,-2716.147136,-4652.390891,3425.546493,-0.150835,-0.013465,-0.174694
901.316,-2716.177208,-4652.393439,3425.511461,-0.149879,-0.012012,-0.175624
901.516,-2716.207088,-4652.395696,3425.476243,-0.148914,-0.010560,-0.176542
901.716,-2716.236773,-4652.397662,3425.440844,-0.147938,-0.009105,-0.177448
901.916,-2716.266264,-4652.399338,3425.405264,-0.146954,-0.007653,-0.178340
902.116,-2716.295555,-4652.400724,3425.369508,-0.145952,-0.006204,-0.179210
902.316,-2716.324644,-4652.401819,3425.333579,-0.144943,-0.004753,-0.180069
902.516,-2716.353532,-4652.402625,3425.297480,-0.143927,-0.003303,-0.180916
902.716,-2716.382215,-4652.403141,3425.261212,-0.142901,-0.001855,-0.181752
902.916,-2716.410693,-4652.403367,3425.224778,-0.141868,-0.000409,-0.182574
903.116,-2716.438962,-4652.403304,3425.188183,-0.140618,0.001310,-0.183525
903.316,-2716.467021,-4652.402953,3425.151429,-0.139562,0.002754,-0.184312
903.516,-2716.494869,-4652.402313,3425.114518,-0.138498,0.004194,-0.185085
903.716,-2716.522503,-4652.401385,3425.077453,-0.137427,0.005631,-0.185847
903.916,-2716.549923,-4652.400170,3425.040236,-0.136350,0.007068,-0.186596
904.116,-2716.577475,-4652.399099,3425.003063,-0.139765,0.003142,-0.185164
904.316,-2716.605596,-4652.398566,3424.965955,-0.142123,0.001237,-0.185378
904.516,-2716.634223,-4652.398440,3424.928799,-0.144704,-0.000874,-0.185570
904.716,-2716.663373,-4652.398740,3424.891600,-0.147320,-0.003037,-0.185731
904.916,-2716.693056,-4652.399477,3424.854365,-0.149939,-0.005224,-0.185861
905.000,-2716.705600,-4652.399829,3424.838689,-0.150003,-0.003781,-0.188084
905.100,-2716.720656,-4652.400238,3424.819855,-0.151355,-0.004673,-0.188490
905.216,-2716.738308,-4652.400856,3424.797981,-0.153004,-0.006011,-0.188628
905.416,-2716.769194,-4652.402292,3424.760235,-0.155845,-0.008350,-0.188813
905.616,-2716.800647,-4652.404196,3424.722456,-0.158659,-0.010691,-0.188961
905.816,-2716.832658,-4652.406568,3424.684651,-0.161440,-0.013030,-0.189070
906.000,-2716.862595,-4652.409163,3424.649857,-0.163978,-0.015203,-0.189110
906.116,-2716.881706,-4652.411003,3424.627918,-0.165541,-0.016537,-0.189140
906.316,-2716.915086,-4652.414544,3424.590087,-0.168252,-0.018878,-0.189154
906.516,-2716.949006,-4652.418554,3424.552257,-0.170940,-0.021223,-0.189134
906.716,-2716.983462,-4652.423033,3424.514433,-0.173612,-0.023573,-0.189083
906.916,-2717.018451,-4652.427982,3424.476622,-0.176270,-0.025930,-0.189006
907.116,-2717.053967,-4652.433404,3424.438835,-0.178900,-0.028301,-0.188872
907.316,-2717.090010,-4652.439301,3424.401074,-0.181524,-0.030675,-0.188722
907.516,-2717.126576,-4652.445674,3424.363347,-0.184133,-0.033061,-0.188537
907.716,-2717.163663,-4652.452524,3424.325658,-0.186730,-0.035454,-0.188325
907.916,-2717.201268,-4652.459854,3424.288014,-0.189316,-0.037857,-0.188085
908.116,-2717.239387,-4652.467667,3424.250427,-0.191876,-0.040276,-0.187784
908.316,-2717.278018,-4652.475964,3424.212900,-0.194428,-0.042704,-0.187465
908.516,-2717.317158,-4652.484748,3424.175441,-0.196966,-0.045142,-0.187110
