"Time (EpSec)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
458.816,-2643.346382,-4636.770755,3495.515918,-0.169973,-0.044887,-0.150154
459.016,-2643.380425,-4636.779745,3495.485844,-0.169972,-0.044885,-0.150155
459.216,-2643.414467,-4636.788734,3495.455770,-0.169971,-0.044883,-0.150156
459.416,-2643.448509,-4636.797724,3495.425695,-0.169970,-0.044882,-0.150157
459.616,-2643.482551,-4636.806713,3495.395620,-0.169970,-0.044880,-0.150158
459.816,-2643.516592,-4636.815701,3495.365545,-0.169969,-0.044880,-0.150159
460.016,-2643.550634,-4636.824690,3495.335470,-0.169969,-0.044877,-0.150160
460.216,-2643.584676,-4636.833678,3495.305395,-0.169968,-0.044876,-0.150160
460.416,-2643.618717,-4636.842666,3495.275320,-0.169967,-0.044875,-0.150162
460.616,-2643.652758,-4636.851654,3495.245244,-0.169967,-0.044875,-0.150162
460.816,-2643.686800,-4636.860642,3495.215168,-0.169965,-0.044874,-0.150164
461.016,-2643.720841,-4636.869629,3495.185091,-0.169965,-0.044873,-0.150165
461.216,-2643.754882,-4636.878616,3495.155015,-0.169965,-0.044869,-0.150166
461.416,-2643.788922,-4636.887603,3495.124939,-0.169964,-0.044869,-0.150166
461.616,-2643.822963,-4636.896590,3495.094862,-0.169963,-0.044868,-0.150168
461.816,-2643.857004,-4636.905576,3495.064785,-0.169962,-0.044868,-0.150168
462.016,-2643.891044,-4636.914562,3495.034707,-0.169962,-0.044865,-0.150169
462.216,-2643.925085,-4636.923548,3495.004630,-0.169961,-0.044865,-0.150170
462.416,-2643.959125,-4636.932534,3494.974553,-0.169960,-0.044864,-0.150171
462.616,-2643.993165,-4636.941519,3494.944475,-0.169959,-0.044861,-0.150172
462.816,-2644.027205,-4636.950504,3494.914397,-0.169958,-0.044862,-0.150173
463.016,-2644.061245,-4636.959489,3494.884318,-0.169958,-0.044861,-0.150174
463.216,-2644.095285,-4636.968474,3494.854240,-0.169958,-0.044858,-0.150174
463.416,-2644.129324,-4636.977459,3494.824162,-0.169957,-0.044858,-0.150176
463.616,-2644.163364,-4636.986443,3494.794083,-0.169956,-0.044857,-0.150176
463.816,-2644.197403,-4636.995427,3494.764004,-0.169956,-0.044855,-0.150177
464.016,-2644.231443,-4637.004411,3494.733924,-0.169954,-0.044854,-0.150179
464.216,-2644.265482,-4637.013394,3494.703845,-0.169954,-0.044854,-0.150179
464.416,-2644.299521,-4637.022377,3494.673765,-0.169953,-0.044852,-0.150181
464.616,-2644.333560,-4637.031360,3494.643685,-0.169953,-0.044851,-0.150180
464.816,-2644.367599,-4637.040343,3494.613605,-0.169952,-0.044848,-0.150182
465.016,-2644.401638,-4637.049326,3494.583525,-0.169952,-0.044847,-0.150183
465.216,-2644.435676,-4637.058308,3494.553444,-0.169950,-0.044847,-0.150184
465.416,-2644.469714,-4637.067290,3494.523364,-0.169949,-0.044847,-0.150185
465.616,-2644.503753,-4637.076272,3494.493283,-0.169949,-0.044844,-0.150186
465.816,-2644.537791,-4637.085254,3494.463202,-0.169949,-0.044844,-0.150186
466.016,-2644.571830,-4637.094235,3494.433120,-0.169948,-0.044842,-0.150187
466.216,-2644.605867,-4637.103216,3494.403039,-0.169947,-0.044841,-0.150188
466.416,-2644.639905,-4637.112197,3494.372957,-0.169947,-0.044840,-0.150189
466.616,-2644.673943,-4637.121178,3494.342875,-0.169946,-0.044838,-0.150190
466.816,-2644.707981,-4637.130158,3494.312793,-0.169945,-0.044837,-0.150191
467.016,-2644.742018,-4637.139138,3494.282711,-0.169944,-0.044836,-0.150192
467.216,-2644.776056,-4637.148118,3494.252628,-0.169944,-0.044835,-0.150193
467.416,-2644.810093,-4637.157098,3494.222546,-0.169942,-0.044833,-0.150195
467.616,-2644.844130,-4637.166078,3494.192463,-0.169942,-0.044832,-0.150195
467.816,-2644.878167,-4637.175057,3494.162380,-0.169942,-0.044830,-0.150196
468.016,-2644.912205,-4637.184036,3494.132296,-0.169941,-0.044830,-0.150196
468.216,-2644.946241,-4637.193014,3494.102213,-0.169941,-0.044829,-0.150197
468.416,-2644.980278,-4637.201993,3494.072129,-0.169939,-0.044827,-0.150199
468.616,-2645.014315,-4637.210971,3494.042045,-0.169940,-0.044825,-0.150199
468.816,-2645.048351,-4637.219949,3494.011961,-0.169938,-0.044825,-0.150201
469.016,-2645.082388,-4637.228927,3493.981876,-0.169937,-0.044824,-0.150201
469.216,-2645.116424,-4637.237905,3493.951792,-0.169937,-0.044823,-0.150202
469.416,-2645.150460,-4637.246882,3493.921707,-0.169935,-0.044822,-0.150204
469.616,-2645.184496,-4637.255859,3493.891622,-0.169935,-0.044819,-0.150205
469.816,-2645.218532,-4637.264836,3493.861537,-0.169935,-0.044819,-0.150205
470.016,-2645.252568,-4637.273812,3493.831451,-0.169933,-0.044818,-0.150206
470.216,-2645.286603,-4637.282789,3493.801366,-0.169933,-0.044816,-0.150207
470.416,-2645.320639,-4637.291765,3493.771280,-0.169933,-0.044815,-0.150207
470.616,-2645.354674,-4637.300741,3493.741194,-0.169932,-0.044813,-0.150209
470.816,-2645.388710,-4637.309716,3493.711108,-0.169931,-0.044812,-0.150210
471.016,-2645.422745,-4637.318692,3493.681021,-0.169930,-0.044811,-0.150211
471.216,-2645.456780,-4637.327667,3493.650935,-0.169929,-0.044811,-0.150212
471.416,-2645.490815,-4637.336642,3493.620848,-0.169928,-0.044809,-0.150213
471.616,-2645.524850,-4637.345617,3493.590761,-0.169928,-0.044808,-0.150214
471.816,-2645.558885,-4637.354591,3493.560674,-0.169928,-0.044806,-0.150214
472.016,-2645.592920,-4637.363565,3493.530586,-0.169927,-0.044805,-0.150215
472.216,-2645.626954,-4637.372539,3493.500499,-0.169926,-0.044804,-0.150216
472.416,-2645.660988,-4637.381513,3493.470411,-0.169926,-0.044802,-0.150217
472.616,-2645.695023,-4637.390486,3493.440323,-0.169925,-0.044801,-0.150218
472.816,-2645.729057,-4637.399460,3493.410234,-0.169924,-0.044799,-0.150219
473.016,-2645.763091,-4637.408433,3493.380146,-0.169923,-0.044800,-0.150220
473.216,-2645.797125,-4637.417405,3493.350057,-0.169923,-0.044797,-0.150221
473.416,-2645.831158,-4637.426378,3493.319969,-0.169922,-0.044797,-0.150222
473.616,-2645.865192,-4637.435350,3493.289879,-0.169921,-0.044794,-0.150223
473.816,-2645.899226,-4637.444322,3493.259790,-0.169920,-0.044794,-0.150224
474.016,-2645.933259,-4637.453294,3493.229700,-0.169920,-0.044794,-0.150224
474.216,-2645.967293,-4637.462266,3493.199611,-0.169919,-0.044792,-0.150226
474.416,-2646.001326,-4637.471237,3493.169521,-0.169919,-0.044792,-0.150226
474.616,-2646.035359,-4637.480208,3493.139431,-0.169918,-0.044789,-0.150227
474.816,-2646.069392,-4637.489179,3493.109341,-0.169918,-0.044787,-0.150228
475.016,-2646.103425,-4637.498150,3493.079250,-0.169917,-0.044787,-0.150229
475.216,-2646.137458,-4637.507120,3493.049159,-0.169916,-0.044783,-0.150230
475.416,-2646.171490,-4637.516090,3493.019068,-0.169915,-0.044784,-0.150231
475.616,-2646.205523,-4637.525060,3492.988977,-0.169914,-0.044782,-0.150232
475.816,-2646.239555,-4637.534030,3492.958886,-0.169914,-0.044782,-0.150233
476.016,-2646.273588,-4637.542999,3492.928794,-0.169913,-0.044780,-0.150234
476.216,-2646.307620,-4637.551968,3492.898703,-0.169912,-0.044780,-0.150235
476.416,-2646.341652,-4637.560937,3492.868611,-0.169911,-0.044779,-0.150236
476.616,-2646.375684,-4637.569906,3492.838518,-0.169912,-0.044775,-0.150236
476.816,-2646.409716,-4637.578875,3492.808426,-0.169911,-0.044775,-0.150237
477.016,-2646.443747,-4637.587843,3492.778333,-0.169909,-0.044775,-0.150239
477.216,-2646.477779,-4637.596811,3492.748241,-0.169909,-0.044773,-0.150239
477.416,-2646.511810,-4637.605778,3492.718148,-0.169908,-0.044773,-0.150240
477.616,-2646.545842,-4637.614746,3492.688055,-0.169907,-0.044769,-0.150242
477.816,-2646.579873,-4637.623713,3492.657961,-0.169907,-0.044769,-0.150242
478.016,-2646.613904,-4637.632680,3492.627868,-0.169906,-0.044768,-0.150243
478.216,-2646.647935,-4637.641647,3492.597774,-0.169905,-0.044768,-0.150244
478.416,-2646.681966,-4637.650614,3492.567680,-0.169904,-0.044766,-0.150245
478.616,-2646.715997,-4637.659580,3492.537586,-0.169904,-0.044766,-0.150245
478.816,-2646.750027,-4637.668546,3492.507491,-0.169903,-0.044763,-0.150247
479.016,-2646.784058,-4637.677512,3492.477396,-0.169903,-0.044761,-0.150247
479.216,-2646.818088,-4637.686478,3492.447302,-0.169902,-0.044761,-0.150248
479.416,-2646.852119,-4637.695443,3492.417207,-0.169901,-0.044761,-0.150249
479.616,-2646.886149,-4637.704408,3492.387112,-0.169901,-0.044758,-0.150250
479.816,-2646.920179,-4637.713373,3492.357016,-0.169900,-0.044759,-0.150251
480.016,-2646.954209,-4637.722338,3492.326920,-0.169899,-0.044757,-0.150252
480.216,-2646.988239,-4637.731302,3492.296825,-0.169899,-0.044754,-0.150253
480.416,-2647.022268,-4637.740266,3492.266729,-0.169898,-0.044754,-0.150254
480.616,-2647.056298,-4637.749230,3492.236632,-0.169897,-0.044754,-0.150255
480.816,-2647.090328,-4637.758194,3492.206536,-0.169896,-0.044751,-0.150256
481.016,-2647.124357,-4637.767157,3492.176439,-0.169895,-0.044751,-0.150257
481.216,-2647.158386,-4637.776120,3492.146342,-0.169895,-0.044750,-0.150257
481.416,-2647.192415,-4637.785083,3492.116245,-0.169894,-0.044747,-0.150259
481.616,-2647.226444,-4637.794046,3492.086148,-0.169894,-0.044747,-0.150260
481.816,-2647.260473,-4637.803009,3492.056050,-0.169892,-0.044745,-0.150261
482.016,-2647.294502,-4637.811971,3492.025953,-0.169892,-0.044744,-0.150262
482.216,-2647.328531,-4637.820933,3491.995855,-0.169891,-0.044743,-0.150263
482.416,-2647.362559,-4637.829895,3491.965757,-0.169891,-0.044741,-0.150264
482.616,-2647.396588,-4637.838856,3491.935658,-0.169890,-0.044739,-0.150265
482.816,-2647.430616,-4637.847818,3491.905560,-0.169890,-0.044739,-0.150265
483.016,-2647.464644,-4637.856779,3491.875461,-0.169889,-0.044737,-0.150266
483.216,-2647.498672,-4637.865739,3491.845362,-0.169888,-0.044737,-0.150267
483.416,-2647.532700,-4637.874700,3491.815263,-0.169888,-0.044736,-0.150267
483.616,-2647.566728,-4637.883660,3491.785164,-0.169887,-0.044734,-0.150269
483.816,-2647.600756,-4637.892620,3491.755064,-0.169886,-0.044734,-0.150270
484.016,-2647.634784,-4637.901580,3491.724964,-0.169885,-0.044732,-0.150271
484.216,-2647.668811,-4637.910540,3491.694865,-0.169884,-0.044730,-0.150272
484.416,-2647.702838,-4637.919499,3491.664765,-0.169884,-0.044730,-0.150272
484.616,-2647.736866,-4637.928459,3491.634664,-0.169884,-0.044726,-0.150274
484.816,-2647.770893,-4637.937417,3491.604564,-0.169883,-0.044725,-0.150275
485.016,-2647.804920,-4637.946376,3491.574463,-0.169882,-0.044725,-0.150275
485.216,-2647.838947,-4637.955335,3491.544362,-0.169881,-0.044725,-0.150276
485.416,-2647.872973,-4637.964293,3491.514261,-0.169881,-0.044723,-0.150277
485.616,-2647.907000,-4637.973251,3491.484159,-0.169880,-0.044723,-0.150278
485.816,-2647.941027,-4637.982208,3491.454058,-0.169879,-0.044720,-0.150279
486.016,-2647.975053,-4637.991166,3491.423956,-0.169879,-0.044719,-0.150280
486.216,-2648.009080,-4638.000123,3491.393854,-0.169878,-0.044718,-0.150281
486.416,-2648.043106,-4638.009080,3491.363752,-0.169877,-0.044717,-0.150282
486.616,-2648.077132,-4638.018037,3491.333649,-0.169876,-0.044716,-0.150283
486.816,-2648.111158,-4638.026993,3491.303547,-0.169876,-0.044716,-0.150284
487.016,-2648.145184,-4638.035950,3491.273444,-0.169875,-0.044712,-0.150285
487.216,-2648.179209,-4638.044906,3491.243341,-0.169874,-0.044713,-0.150285
487.416,-2648.213235,-4638.053862,3491.213238,-0.169873,-0.044711,-0.150286
487.616,-2648.247261,-4638.062817,3491.183134,-0.169873,-0.044710,-0.150287
487.816,-2648.281286,-4638.071772,3491.153031,-0.169873,-0.044709,-0.150288
488.016,-2648.315311,-4638.080728,3491.122927,-0.169872,-0.044706,-0.150289
488.216,-2648.349336,-4638.089682,3491.092823,-0.169871,-0.044707,-0.150290
488.416,-2648.383361,-4638.098637,3491.062719,-0.169870,-0.044704,-0.150291
488.616,-2648.417386,-4638.107591,3491.032614,-0.169869,-0.044704,-0.150292
488.816,-2648.451411,-4638.116545,3491.002509,-0.169868,-0.044704,-0.150293
489.016,-2648.485436,-4638.125499,3490.972404,-0.169868,-0.044701,-0.150294
489.216,-2648.519460,-4638.134453,3490.942300,-0.169868,-0.044701,-0.150294
489.416,-2648.553485,-4638.143406,3490.912194,-0.169866,-0.044701,-0.150296
489.616,-2648.587509,-4638.152360,3490.882089,-0.169866,-0.044698,-0.150296
489.816,-2648.621533,-4638.161313,3490.851983,-0.169865,-0.044697,-0.150297
490.016,-2648.655558,-4638.170265,3490.821877,-0.169865,-0.044697,-0.150298
490.216,-2648.689581,-4638.179218,3490.791771,-0.169864,-0.044694,-0.150299
490.416,-2648.723605,-4638.188170,3490.761665,-0.169863,-0.044692,-0.150301
490.616,-2648.757629,-4638.197122,3490.731558,-0.169863,-0.044691,-0.150301
490.816,-2648.791653,-4638.206074,3490.701452,-0.169862,-0.044691,-0.150302
491.016,-2648.825676,-4638.215025,3490.671345,-0.169861,-0.044690,-0.150303
491.216,-2648.859700,-4638.223976,3490.641238,-0.169861,-0.044687,-0.150304
491.416,-2648.893723,-4638.232927,3490.611130,-0.169860,-0.044687,-0.150305
491.616,-2648.927746,-4638.241878,3490.581023,-0.169859,-0.044685,-0.150306
491.816,-2648.961769,-4638.250829,3490.550915,-0.169859,-0.044682,-0.150307
492.016,-2648.995792,-4638.259779,3490.520807,-0.169858,-0.044684,-0.150308
492.216,-2649.029815,-4638.268729,3490.490699,-0.169857,-0.044682,-0.150309
492.416,-2649.063837,-4638.277679,3490.460591,-0.169856,-0.044680,-0.150310
492.616,-2649.097860,-4638.286629,3490.430482,-0.169855,-0.044680,-0.150311
492.816,-2649.131883,-4638.295578,3490.400373,-0.169855,-0.044679,-0.150311
493.016,-2649.165905,-4638.304527,3490.370264,-0.169854,-0.044677,-0.150313
493.216,-2649.199927,-4638.313476,3490.340155,-0.169853,-0.044675,-0.150313
493.416,-2649.233949,-4638.322425,3490.310046,-0.169853,-0.044676,-0.150314
493.616,-2649.267971,-4638.331373,3490.279936,-0.169852,-0.044673,-0.150315
493.816,-2649.301993,-4638.340321,3490.249827,-0.169851,-0.044673,-0.150316
494.016,-2649.336015,-4638.349269,3490.219716,-0.169851,-0.044669,-0.150317
494.216,-2649.370037,-4638.358217,3490.189606,-0.169850,-0.044668,-0.150318
494.416,-2649.404058,-4638.367164,3490.159496,-0.169849,-0.044668,-0.150319
494.616,-2649.438079,-4638.376111,3490.129385,-0.169849,-0.044667,-0.150320
494.816,-2649.472101,-4638.385058,3490.099275,-0.169848,-0.044666,-0.150320
495.016,-2649.506122,-4638.394005,3490.069163,-0.169847,-0.044664,-0.150322
495.216,-2649.540143,-4638.402952,3490.039052,-0.169847,-0.044662,-0.150322
495.416,-2649.574164,-4638.411898,3490.008941,-0.169846,-0.044661,-0.150323
495.616,-2649.608185,-4638.420844,3489.978829,-0.169845,-0.044661,-0.150324
495.816,-2649.642205,-4638.429790,3489.948718,-0.169844,-0.044661,-0.150326
496.016,-2649.676226,-4638.438735,3489.918605,-0.169844,-0.044659,-0.150326
496.216,-2649.710247,-4638.447680,3489.888493,-0.169843,-0.044659,-0.150327
496.416,-2649.744267,-4638.456625,3489.858381,-0.169842,-0.044657,-0.150328
496.616,-2649.778287,-4638.465570,3489.828268,-0.169842,-0.044655,-0.150329
496.816,-2649.812307,-4638.474515,3489.798155,-0.169841,-0.044654,-0.150330
497.016,-2649.846327,-4638.483459,3489.768042,-0.169840,-0.044654,-0.150331
497.216,-2649.880347,-4638.492403,3489.737929,-0.169840,-0.044651,-0.150331
497.416,-2649.914367,-4638.501347,3489.707816,-0.169839,-0.044651,-0.150333
497.616,-2649.948387,-4638.510291,3489.677702,-0.169838,-0.044649,-0.150333
497.816,-2649.982406,-4638.519234,3489.647588,-0.169837,-0.044648,-0.150334
498.016,-2650.016426,-4638.528177,3489.617474,-0.169837,-0.044647,-0.150335
498.216,-2650.050445,-4638.537120,3489.587360,-0.169836,-0.044644,-0.150337
498.416,-2650.084464,-4638.546063,3489.557245,-0.169835,-0.044645,-0.150337
498.616,-2650.118483,-4638.555005,3489.527131,-0.169835,-0.044641,-0.150338
498.816,-2650.152502,-4638.563947,3489.497016,-0.169834,-0.044640,-0.150340
499.016,-2650.186521,-4638.572889,3489.466900,-0.169833,-0.044640,-0.150340
499.216,-2650.220539,-4638.581831,3489.436785,-0.169832,-0.044640,-0.150341
499.416,-2650.254558,-4638.590773,3489.406670,-0.169832,-0.044638,-0.150342
499.616,-2650.288577,-4638.599714,3489.376554,-0.169831,-0.044637,-0.150342
499.816,-2650.322595,-4638.608655,3489.346438,-0.169831,-0.044635,-0.150344
500.016,-2650.356613,-4638.617596,3489.316322,-0.169830,-0.044634,-0.150345
500.216,-2650.390631,-4638.626536,3489.286206,-0.169830,-0.044633,-0.150345
500.416,-2650.424649,-4638.635476,3489.256089,-0.169829,-0.044632,-0.150345
500.616,-2650.458667,-4638.644416,3489.225972,-0.169828,-0.044630,-0.150348
500.816,-2650.492685,-4638.653356,3489.195856,-0.169827,-0.044630,-0.150348
501.016,-2650.526703,-4638.662296,3489.165738,-0.169826,-0.044628,-0.150349
501.216,-2650.560720,-4638.671235,3489.135621,-0.169825,-0.044628,-0.150351
501.416,-2650.594737,-4638.680174,3489.105504,-0.169825,-0.044626,-0.150351
501.616,-2650.628755,-4638.689113,3489.075386,-0.169824,-0.044623,-0.150353
501.816,-2650.662772,-4638.698052,3489.045268,-0.169824,-0.044623,-0.150353
502.016,-2650.696789,-4638.706990,3489.015150,-0.169823,-0.044621,-0.150354
502.216,-2650.730806,-4638.715928,3488.985031,-0.169822,-0.044621,-0.150355
502.416,-2650.764823,-4638.724866,3488.954913,-0.169822,-0.044621,-0.150355
502.616,-2650.798840,-4638.733804,3488.924794,-0.169821,-0.044618,-0.150356
502.816,-2650.832856,-4638.742741,3488.894675,-0.169820,-0.044618,-0.150357
503.016,-2650.866873,-4638.751678,3488.864555,-0.169819,-0.044616,-0.150359
503.216,-2650.900889,-4638.760615,3488.834436,-0.169819,-0.044616,-0.150359
503.416,-2650.934905,-4638.769551,3488.804316,-0.169818,-0.044614,-0.150360
503.616,-2650.968921,-4638.778487,3488.774196,-0.169817,-0.044613,-0.150361
503.816,-2651.002937,-4638.787423,3488.744076,-0.169816,-0.044611,-0.150362
504.016,-2651.036953,-4638.796359,3488.713956,-0.169816,-0.044610,-0.150363
504.216,-2651.070968,-4638.805295,3488.683835,-0.169815,-0.044609,-0.150364
504.416,-2651.104984,-4638.814230,3488.653715,-0.169815,-0.044607,-0.150365
504.616,-2651.138999,-4638.823165,3488.623594,-0.169814,-0.044606,-0.150365
504.816,-2651.173015,-4638.832100,3488.593473,-0.169813,-0.044605,-0.150367
505.016,-2651.207030,-4638.841035,3488.563351,-0.169813,-0.044604,-0.150367
505.216,-2651.241045,-4638.849969,3488.533230,-0.169812,-0.044604,-0.150368
505.416,-2651.275060,-4638.858903,3488.503108,-0.169811,-0.044602,-0.150370
505.616,-2651.309075,-4638.867837,3488.472986,-0.169811,-0.044598,-0.150370
505.816,-2651.343090,-4638.876771,3488.442864,-0.169809,-0.044598,-0.150372
506.016,-2651.377104,-4638.885704,3488.412741,-0.169809,-0.044597,-0.150373
506.216,-2651.411119,-4638.894637,3488.382619,-0.169809,-0.044597,-0.150373
506.416,-2651.445133,-4638.903570,3488.352496,-0.169808,-0.044595,-0.150374
506.616,-2651.479147,-4638.912503,3488.322373,-0.169807,-0.044594,-0.150375
506.816,-2651.513162,-4638.921435,3488.292250,-0.169806,-0.044592,-0.150376
507.016,-2651.547176,-4638.930368,3488.262126,-0.169806,-0.044591,-0.150377
507.216,-2651.581190,-4638.939300,3488.232003,-0.169805,-0.044590,-0.150378
507.416,-2651.615203,-4638.948231,3488.201879,-0.169804,-0.044590,-0.150379
507.616,-2651.649217,-4638.957163,3488.171755,-0.169804,-0.044589,-0.150379
507.816,-2651.683231,-4638.966094,3488.141631,-0.169802,-0.044587,-0.150381
508.016,-2651.717244,-4638.975025,3488.111506,-0.169802,-0.044585,-0.150382
508.216,-2651.751257,-4638.983956,3488.081382,-0.169802,-0.044585,-0.150382
508.416,-2651.785271,-4638.992886,3488.051257,-0.169801,-0.044584,-0.150383
508.616,-2651.819284,-4639.001817,3488.021132,-0.169800,-0.044582,-0.150384
508.816,-2651.853297,-4639.010747,3487.991006,-0.169799,-0.044580,-0.150386
509.016,-2651.887310,-4639.019677,3487.960881,-0.169798,-0.044580,-0.150386
509.216,-2651.921322,-4639.028606,3487.930755,-0.169798,-0.044579,-0.150387
509.416,-2651.955335,-4639.037536,3487.900630,-0.169797,-0.044578,-0.150388
509.616,-2651.989348,-4639.046465,3487.870503,-0.169797,-0.044575,-0.150389
509.816,-2652.023360,-4639.055394,3487.840377,-0.169795,-0.044575,-0.150390
510.016,-2652.057372,-4639.064322,3487.810250,-0.169796,-0.044573,-0.150390
510.216,-2652.091384,-4639.073251,3487.780124,-0.169794,-0.044571,-0.150392
510.416,-2652.125396,-4639.082179,3487.749997,-0.169794,-0.044571,-0.150393
510.616,-2652.159408,-4639.091107,3487.719870,-0.169794,-0.044568,-0.150393
510.816,-2652.193420,-4639.100034,3487.689743,-0.169793,-0.044568,-0.150394
511.016,-2652.227432,-4639.108962,3487.659615,-0.169791,-0.044568,-0.150395
511.216,-2652.261443,-4639.117889,3487.629487,-0.169791,-0.044566,-0.150396
511.416,-2652.295455,-4639.126816,3487.599360,-0.169791,-0.044564,-0.150397
511.616,-2652.329466,-4639.135743,3487.569231,-0.169790,-0.044562,-0.150398
511.816,-2652.363477,-4639.144669,3487.539103,-0.169788,-0.044561,-0.150400
512.016,-2652.397489,-4639.153595,3487.508974,-0.169788,-0.044561,-0.150400
512.216,-2652.431500,-4639.162521,3487.478846,-0.169788,-0.044560,-0.150401
512.416,-2652.465510,-4639.171447,3487.448717,-0.169787,-0.044559,-0.150402
512.616,-2652.499521,-4639.180373,3487.418588,-0.169786,-0.044559,-0.150402
512.816,-2652.533532,-4639.189298,3487.388458,-0.169785,-0.044557,-0.150404
513.016,-2652.567542,-4639.198223,3487.358329,-0.169785,-0.044555,-0.150404
513.216,-2652.601553,-4639.207148,3487.328199,-0.169784,-0.044554,-0.150406
513.416,-2652.635563,-4639.216072,3487.298069,-0.169783,-0.044552,-0.150407
513.616,-2652.669573,-4639.224997,3487.267939,-0.169783,-0.044552,-0.150407
513.816,-2652.703583,-4639.233921,3487.237809,-0.169782,-0.044550,-0.150408
514.016,-2652.737593,-4639.242845,3487.207678,-0.169781,-0.044549,-0.150409
514.216,-2652.771603,-4639.251768,3487.177547,-0.169780,-0.044548,-0.150410
514.416,-2652.805613,-4639.260692,3487.147416,-0.169780,-0.044547,-0.150411
514.616,-2652.839622,-4639.269615,3487.117285,-0.169779,-0.044545,-0.150412
514.816,-2652.873632,-4639.278538,3487.087154,-0.169778,-0.044544,-0.150413
515.016,-2652.907641,-4639.287460,3487.057022,-0.169777,-0.044543,-0.150414
515.216,-2652.941650,-4639.296383,3487.026890,-0.169777,-0.044541,-0.150415
515.416,-2652.975659,-4639.305305,3486.996758,-0.169776,-0.044540,-0.150416
515.616,-2653.009668,-4639.314227,3486.966626,-0.169776,-0.044540,-0.150416
515.816,-2653.043677,-4639.323149,3486.936494,-0.169775,-0.044537,-0.150417
516.016,-2653.077686,-4639.332070,3486.906361,-0.169774,-0.044537,-0.150418
516.216,-2653.111695,-4639.340991,3486.876228,-0.169774,-0.044535,-0.150419
516.416,-2653.145703,-4639.349912,3486.846095,-0.169773,-0.044533,-0.150421
516.616,-2653.179712,-4639.358833,3486.815962,-0.169773,-0.044533,-0.150421
516.816,-2653.213720,-4639.367753,3486.785829,-0.169772,-0.044532,-0.150422
517.016,-2653.247728,-4639.376674,3486.755695,-0.169771,-0.044530,-0.150423
517.216,-2653.281736,-4639.385594,3486.725561,-0.169770,-0.044530,-0.150424
517.416,-2653.315744,-4639.394513,3486.695427,-0.169769,-0.044528,-0.150425
517.616,-2653.349752,-4639.403433,3486.665293,-0.169769,-0.044527,-0.150426
517.816,-2653.383760,-4639.412352,3486.635158,-0.169768,-0.044525,-0.150426
518.016,-2653.417767,-4639.421271,3486.605024,-0.169767,-0.044523,-0.150428
518.216,-2653.451775,-4639.430190,3486.574889,-0.169767,-0.044523,-0.150429
518.416,-2653.485782,-4639.439109,3486.544754,-0.169766,-0.044522,-0.150429
518.616,-2653.519789,-4639.448027,3486.514619,-0.169766,-0.044521,-0.150430
518.816,-2653.553796,-4639.456945,3486.484483,-0.169765,-0.044520,-0.150431
519.016,-2653.587804,-4639.465863,3486.454347,-0.169764,-0.044518,-0.150432
519.216,-2653.621810,-4639.474781,3486.424211,-0.169763,-0.044518,-0.150433
519.416,-2653.655817,-4639.483698,3486.394075,-0.169763,-0.044515,-0.150434
519.616,-2653.689824,-4639.492615,3486.363939,-0.169762,-0.044515,-0.150435
519.816,-2653.723830,-4639.501532,3486.333803,-0.169762,-0.044513,-0.150436
520.016,-2653.757837,-4639.510449,3486.303666,-0.169760,-0.044512,-0.150437
520.216,-2653.791843,-4639.519365,3486.273529,-0.169760,-0.044511,-0.150438
520.416,-2653.825849,-4639.528282,3486.243392,-0.169759,-0.044510,-0.150439
520.616,-2653.859855,-4639.537198,3486.213255,-0.169758,-0.044509,-0.150439
520.816,-2653.893861,-4639.546113,3486.183117,-0.169758,-0.044507,-0.150440
521.016,-2653.927867,-4639.555029,3486.152979,-0.169758,-0.044505,-0.150441
521.216,-2653.961873,-4639.563944,3486.122841,-0.169756,-0.044504,-0.150443
521.416,-2653.995878,-4639.572859,3486.092703,-0.169755,-0.044504,-0.150443
521.616,-2654.029884,-4639.581774,3486.062565,-0.169755,-0.044502,-0.150444
521.816,-2654.063889,-4639.590688,3486.032426,-0.169754,-0.044502,-0.150445
522.016,-2654.097894,-4639.599603,3486.002287,-0.169753,-0.044498,-0.150447
522.216,-2654.131899,-4639.608517,3485.972149,-0.169753,-0.044498,-0.150447
522.416,-2654.165904,-4639.617430,3485.942010,-0.169752,-0.044497,-0.150448
522.616,-2654.199909,-4639.626344,3485.911870,-0.169751,-0.044497,-0.150449
522.816,-2654.233914,-4639.635257,3485.881730,-0.169750,-0.044496,-0.150450
523.016,-2654.267919,-4639.644170,3485.851591,-0.169750,-0.044495,-0.150450
523.216,-2654.301923,-4639.653083,3485.821451,-0.169749,-0.044492,-0.150452
523.416,-2654.335928,-4639.661996,3485.791311,-0.169749,-0.044491,-0.150452
523.616,-2654.369932,-4639.670908,3485.761170,-0.169748,-0.044490,-0.150454
523.816,-2654.403936,-4639.679820,3485.731030,-0.169747,-0.044490,-0.150454
524.016,-2654.437940,-4639.688732,3485.700889,-0.169747,-0.044487,-0.150455
524.216,-2654.471944,-4639.697644,3485.670748,-0.169746,-0.044487,-0.150456
524.416,-2654.505948,-4639.706555,3485.640607,-0.169745,-0.044485,-0.150457
524.616,-2654.539952,-4639.715467,3485.610465,-0.169745,-0.044483,-0.150458
524.816,-2654.573955,-4639.724378,3485.580324,-0.169743,-0.044483,-0.150460
525.016,-2654.607959,-4639.733288,3485.550182,-0.169743,-0.044481,-0.150460
